No.	Size	Cred	Members
1	2	0.14277777777777778	{t2,t5}
2	3	0.08777777777777777	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.14455555555555555	{t1,t5}
5	3	0.09055555555555556	{t2,t3,t5}
6	4	0.15333333333333332	{t1,t2,t3,t5}
7	2	0.155	{t3,t5}
8	3	0.08855555555555555	{t1,t3,t5}
9	3	0.08255555555555555	{t2,t4,t5}
10	4	0.13977777777777778	{t1,t2,t4,t5}
11	2	0.14544444444444443	{t4,t5}
12	3	0.084	{t1,t4,t5}
13	4	0.13444444444444445	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.08466666666666667	{t3,t4,t5}
16	4	0.1458888888888889	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.144	{t1,t2}
19	1	1.0	{t1}
20	2	0.13377777777777777	{t2,t3}
21	3	0.084	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.13944444444444445	{t1,t3}
24	2	0.13622222222222222	{t2,t4}
25	3	0.09222222222222222	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.15633333333333332	{t1,t4}
28	3	0.07611111111111112	{t2,t3,t4}
29	4	0.1388888888888889	{t1,t2,t3,t4}
30	2	0.135	{t3,t4}
31	3	0.08466666666666667	{t1,t3,t4}

