No.	Size	Cred	Members
1	2	0.1438888888888889	{t2,t5}
2	3	0.085	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.12	{t1,t5}
5	3	0.08811111111111111	{t2,t3,t5}
6	4	0.1501111111111111	{t1,t2,t3,t5}
7	2	0.14833333333333334	{t3,t5}
8	3	0.08055555555555556	{t1,t3,t5}
9	3	0.06988888888888889	{t2,t4,t5}
10	4	0.11855555555555555	{t1,t2,t4,t5}
11	2	0.11877777777777777	{t4,t5}
12	3	0.069	{t1,t4,t5}
13	4	0.1408888888888889	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.0898888888888889	{t3,t4,t5}
16	4	0.13944444444444445	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.15622222222222223	{t1,t2}
19	1	1.0	{t1}
20	2	0.15155555555555555	{t2,t3}
21	3	0.10766666666666666	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.1361111111111111	{t1,t3}
24	2	0.13044444444444445	{t2,t4}
25	3	0.08911111111111111	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.15322222222222223	{t1,t4}
28	3	0.08755555555555555	{t2,t3,t4}
29	4	0.16833333333333333	{t1,t2,t3,t4}
30	2	0.15488888888888888	{t3,t4}
31	3	0.10244444444444445	{t1,t3,t4}

