No.	Size	Cred	Members
1	2	0.1608888888888889	{t2,t5}
2	3	0.07977777777777778	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.13977777777777778	{t1,t5}
5	3	0.09122222222222222	{t2,t3,t5}
6	4	0.158	{t1,t2,t3,t5}
7	2	0.14366666666666666	{t3,t5}
8	3	0.08688888888888889	{t1,t3,t5}
9	3	0.08655555555555555	{t2,t4,t5}
10	4	0.13211111111111112	{t1,t2,t4,t5}
11	2	0.1527777777777778	{t4,t5}
12	3	0.08633333333333333	{t1,t4,t5}
13	4	0.15044444444444444	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.06988888888888889	{t3,t4,t5}
16	4	0.13144444444444445	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.13633333333333333	{t1,t2}
19	1	1.0	{t1}
20	2	0.15688888888888888	{t2,t3}
21	3	0.08288888888888889	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.15588888888888888	{t1,t3}
24	2	0.14922222222222223	{t2,t4}
25	3	0.07377777777777778	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.1218888888888889	{t1,t4}
28	3	0.088	{t2,t3,t4}
29	4	0.13555555555555557	{t1,t2,t3,t4}
30	2	0.1358888888888889	{t3,t4}
31	3	0.09388888888888888	{t1,t3,t4}

