No.	Size	Cred	Members
1	2	0.14022222222222222	{t2,t5}
2	3	0.08766666666666667	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.1468888888888889	{t1,t5}
5	3	0.08177777777777778	{t2,t3,t5}
6	4	0.14133333333333334	{t1,t2,t3,t5}
7	2	0.14122222222222222	{t3,t5}
8	3	0.09344444444444444	{t1,t3,t5}
9	3	0.08566666666666667	{t2,t4,t5}
10	4	0.13566666666666666	{t1,t2,t4,t5}
11	2	0.15722222222222224	{t4,t5}
12	3	0.08855555555555555	{t1,t4,t5}
13	4	0.14333333333333334	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.09322222222222222	{t3,t4,t5}
16	4	0.15522222222222223	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.135	{t1,t2}
19	1	1.0	{t1}
20	2	0.14144444444444446	{t2,t3}
21	3	0.08355555555555555	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.14955555555555555	{t1,t3}
24	2	0.13344444444444445	{t2,t4}
25	3	0.07322222222222222	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.13322222222222221	{t1,t4}
28	3	0.08744444444444445	{t2,t3,t4}
29	4	0.13377777777777777	{t1,t2,t3,t4}
30	2	0.1511111111111111	{t3,t4}
31	3	0.08677777777777777	{t1,t3,t4}

