No.	Size	Cred	Members
1	2	0.14722222222222223	{t2,t5}
2	3	0.077	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.1527777777777778	{t1,t5}
5	3	0.08966666666666667	{t2,t3,t5}
6	4	0.13177777777777777	{t1,t2,t3,t5}
7	2	0.14133333333333334	{t3,t5}
8	3	0.08477777777777777	{t1,t3,t5}
9	3	0.087	{t2,t4,t5}
10	4	0.1371111111111111	{t1,t2,t4,t5}
11	2	0.13433333333333333	{t4,t5}
12	3	0.086	{t1,t4,t5}
13	4	0.15355555555555556	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.07988888888888888	{t3,t4,t5}
16	4	0.136	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.13933333333333334	{t1,t2}
19	1	1.0	{t1}
20	2	0.1507777777777778	{t2,t3}
21	3	0.08644444444444445	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.13033333333333333	{t1,t3}
24	2	0.14866666666666667	{t2,t4}
25	3	0.08588888888888889	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.1487777777777778	{t1,t4}
28	3	0.09766666666666667	{t2,t3,t4}
29	4	0.136	{t1,t2,t3,t4}
30	2	0.15133333333333332	{t3,t4}
31	3	0.08633333333333333	{t1,t3,t4}

