No.	Size	Cred	Members
1	2	0.10866666666666666	{t2,t5}
2	3	0.04833333333333333	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.13777777777777778	{t1,t5}
5	3	0.07955555555555556	{t2,t3,t5}
6	4	0.1308888888888889	{t1,t2,t3,t5}
7	2	0.15388888888888888	{t3,t5}
8	3	0.11577777777777777	{t1,t3,t5}
9	3	0.08266666666666667	{t2,t4,t5}
10	4	0.103	{t1,t2,t4,t5}
11	2	0.17233333333333334	{t4,t5}
12	3	0.09955555555555555	{t1,t4,t5}
13	4	0.16211111111111112	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.087	{t3,t4,t5}
16	4	0.1758888888888889	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.11377777777777778	{t1,t2}
19	1	1.0	{t1}
20	2	0.1511111111111111	{t2,t3}
21	3	0.10188888888888889	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.16366666666666665	{t1,t3}
24	2	0.12755555555555556	{t2,t4}
25	3	0.08211111111111111	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.14955555555555555	{t1,t4}
28	3	0.09544444444444444	{t2,t3,t4}
29	4	0.12811111111111112	{t1,t2,t3,t4}
30	2	0.14888888888888888	{t3,t4}
31	3	0.08044444444444444	{t1,t3,t4}

