No.	Size	Cred	Members
1	2	0.14066666666666666	{t2,t5}
2	3	0.08611111111111111	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.13733333333333334	{t1,t5}
5	3	0.08288888888888889	{t2,t3,t5}
6	4	0.14422222222222222	{t1,t2,t3,t5}
7	2	0.1421111111111111	{t3,t5}
8	3	0.08733333333333333	{t1,t3,t5}
9	3	0.08633333333333333	{t2,t4,t5}
10	4	0.14477777777777778	{t1,t2,t4,t5}
11	2	0.14255555555555555	{t4,t5}
12	3	0.08755555555555555	{t1,t4,t5}
13	4	0.13933333333333334	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.07611111111111112	{t3,t4,t5}
16	4	0.14277777777777778	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.14177777777777778	{t1,t2}
19	1	1.0	{t1}
20	2	0.142	{t2,t3}
21	3	0.08655555555555555	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.14655555555555555	{t1,t3}
24	2	0.14277777777777778	{t2,t4}
25	3	0.0908888888888889	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.149	{t1,t4}
28	3	0.08633333333333333	{t2,t3,t4}
29	4	0.14177777777777778	{t1,t2,t3,t4}
30	2	0.14122222222222222	{t3,t4}
31	3	0.091	{t1,t3,t4}

