No.	Size	Cred	Members
1	2	0.15866666666666668	{t2,t5}
2	3	0.085	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.11722222222222223	{t1,t5}
5	3	0.10522222222222222	{t2,t3,t5}
6	4	0.16644444444444445	{t1,t2,t3,t5}
7	2	0.15566666666666668	{t3,t5}
8	3	0.07611111111111112	{t1,t3,t5}
9	3	0.08877777777777777	{t2,t4,t5}
10	4	0.135	{t1,t2,t4,t5}
11	2	0.12466666666666666	{t4,t5}
12	3	0.07366666666666667	{t1,t4,t5}
13	4	0.13844444444444445	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.09877777777777778	{t3,t4,t5}
16	4	0.1408888888888889	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.14744444444444443	{t1,t2}
19	1	1.0	{t1}
20	2	0.14022222222222222	{t2,t3}
21	3	0.09066666666666667	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.13844444444444445	{t1,t3}
24	2	0.12711111111111112	{t2,t4}
25	3	0.08377777777777778	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.1468888888888889	{t1,t4}
28	3	0.059333333333333335	{t2,t3,t4}
29	4	0.12977777777777777	{t1,t2,t3,t4}
30	2	0.15788888888888888	{t3,t4}
31	3	0.11388888888888889	{t1,t3,t4}

